external_id;canonical_name;label_en;label_ru;platforms;aliases;external_url
Q126414600;Cairn;Cairn;;PlayStation 5;Cairn;https://www.wikidata.org/wiki/Q126414600
Q99655685;Cake Bash;Cake Bash;Cake Bash;PlayStation 4;Cake Bash;https://www.wikidata.org/wiki/Q99655685
Q110712559;Cake Invaders;Cake Invaders;;PlayStation 5;Cake Invaders;https://www.wikidata.org/wiki/Q110712559
Q68217502;Caladrius Blaze;Caladrius Blaze;Caladrius Blaze;PlayStation 4;Caladrius Blaze;https://www.wikidata.org/wiki/Q68217502
Q122948280;Calamity Angels: Special Delivery;Calamity Angels: Special Delivery;Calamity Angels: Special Delivery;PlayStation 5 | PlayStation 4;Calamity Angels: Special Delivery | Todokero! Tatakae! Calamity Angels | Calamity Angels;https://www.wikidata.org/wiki/Q122948280
Q104338701;Calico;Calico;;PlayStation 5 | PlayStation 4;Calico;https://www.wikidata.org/wiki/Q104338701
Q28753372;Call of Cthulhu;Call of Cthulhu;Call of Cthulhu: The Official Video Game;PlayStation 4;Call of Cthulhu | Call of Cthulhu: The Official Video Game;https://www.wikidata.org/wiki/Q28753372
Q16743064;Call of Duty: Advanced Warfare;Call of Duty: Advanced Warfare;;PlayStation 4;Call of Duty: Advanced Warfare | Advanced Warfare | Call of Duty 11 | COD:AW | Call of Duty;https://www.wikidata.org/wiki/Q16743064
Q50376633;Call of Duty: Black Ops 4;Call of Duty: Black Ops 4;Call of Duty: Black Ops 4;PlayStation 4;Call of Duty: Black Ops 4 | Black Ops 4 | Black Ops IIII | Black Ops IV | BLOPS 4 | BLOPS IIII | BLOPS IV | BO4 | BOIIII | Call of Duty: Black Ops IIII | Call of Duty: Black Ops IV | COD: BLOPS 4 | COD: BLOPS IIII | COD: BLOPS IV | COD:BO4 | COD:BOIIII | Call of Duty;https://www.wikidata.org/wiki/Q50376633
Q380918;Call of Duty: Black Ops II;Call of Duty: Black Ops II;;PlayStation 5 | PlayStation 4;Call of Duty: Black Ops II | BO2 | Black Ops 2 | Black Ops II | Call of Duty: Black Ops 2 | CoD:BO2 | Call of Duty;https://www.wikidata.org/wiki/Q380918
Q19789342;Call of Duty: Black Ops III;Call of Duty: Black Ops III;;PlayStation 4;Call of Duty: Black Ops III | Black Ops 3 | Black Ops III | BO3 | Call of Duty Black Ops 3 | Call of Duty;https://www.wikidata.org/wiki/Q19789342
Q23978200;Call of Duty: Infinite Warfare;Call of Duty: Infinite Warfare;Call of Duty: Infinite Warfare;PlayStation 4;Call of Duty: Infinite Warfare | Call of Duty;https://www.wikidata.org/wiki/Q23978200
Q64083878;Call of Duty: Modern Warfare;Call of Duty: Modern Warfare;Call of Duty: Modern Warfare;PlayStation 4;Call of Duty: Modern Warfare | 2019 Call of Duty: Modern Warfare | Call of Duty 19 | Call of Duty: Modern Warfare (2019) | CoD MW | Call of Duty;https://www.wikidata.org/wiki/Q64083878
Q89123612;Call of Duty: Modern Warfare 2 Remastered;;;PlayStation 4;Call of Duty: Modern Warfare 2 Remastered | CoD MW 2 Campaign Remastered | CoD MW 2 Remastered | Call of Duty;https://www.wikidata.org/wiki/Q89123612
Q121295422;Call of Duty: Modern Warfare III;Call of Duty: Modern Warfare III;Call of Duty: Modern Warfare III;PlayStation 5 | PlayStation 4;Call of Duty: Modern Warfare III | 2023 Call of Duty: Modern Warfare III | Call of Duty 2023 | Call of Duty Modern Warfare 3 | Call of Duty®: Modern Warfare® | CoD 2023 | CoD: MW 3 | CoD: MW III | CoD: MW3 | CoD: MWIII | CoD2023 | CoDMW 3 | CoDMW III | CoDMW3 | CoDMWIII | Modern Warfare 3 | Modern Warfare III | MW 3 | MW III | MW3 | MWIII | MWIII (2023) | Call of Duty;https://www.wikidata.org/wiki/Q121295422
Q28869873;Call of Duty: Modern Warfare Remastered;Call of Duty: Modern Warfare Remastered;Call of Duty: Modern Warfare Обновленная версия;PlayStation 4;Call of Duty: Modern Warfare Remastered | Call of Duty: Modern Warfare Обновленная версия | Call of Duty 4: Modern Warfare Remastered | Call of Duty;https://www.wikidata.org/wiki/Q28869873
Q87416343;Call of Duty: Warzone;Call of Duty: Warzone;Call of Duty: Warzone;PlayStation 4;Call of Duty: Warzone | Warzone | COD: Warzone | Call of Duty;https://www.wikidata.org/wiki/Q87416343
Q113991290;Call of Duty: Warzone 2.0;Call of Duty: Warzone 2.0;Call of Duty: Warzone 2.0;PlayStation 5 | PlayStation 4;Call of Duty: Warzone 2.0 | Warzone 2.0 | Call of Duty;https://www.wikidata.org/wiki/Q113991290
Q29577137;Call of Duty: WWII;Call of Duty: WWII;Call of Duty: WWII;PlayStation 4;Call of Duty: WWII | Call of Duty: World War 2 | Call of Duty: World War II | Call of Duty: WW2 | CoDWWII | Call of Duty;https://www.wikidata.org/wiki/Q29577137
Q134736978;Call of the Elder Gods;Call of the Elder Gods;;PlayStation 5;Call of the Elder Gods;https://www.wikidata.org/wiki/Q134736978
Q93722551;Call of the Sea;Call of the Sea;Call of the Sea;PlayStation 5 | PlayStation 4;Call of the Sea | CoS | Call of Sea | CotS;https://www.wikidata.org/wiki/Q93722551
Q125924535;Call of the Wild: The Angler;Call of the Wild: The Angler;;PlayStation 5 | PlayStation 4;Call of the Wild: The Angler | Call of the Wild;https://www.wikidata.org/wiki/Q125924535
Q39057561;Calvino Noir;Calvino Noir;Calvino Noir;PlayStation 4;Calvino Noir;https://www.wikidata.org/wiki/Q39057561
Q114924478;Can't Drive This;Can't Drive This;;PlayStation 5;Can't Drive This;https://www.wikidata.org/wiki/Q114924478
Q113131167;Canada Break: Head to Head;Canada Break: Head to Head;;PlayStation 5 | PlayStation 4;Canada Break: Head to Head | Canada Break;https://www.wikidata.org/wiki/Q113131167
Q77438535;Candle;Candle;;PlayStation 4;Candle | Candle: The Power of the Flame;https://www.wikidata.org/wiki/Q77438535
Q124357475;Candy Rangers;Candy Rangers;;PlayStation 5 | PlayStation 4;Candy Rangers;https://www.wikidata.org/wiki/Q124357475
Q96240386;Cannibal Cuisine;Cannibal Cuisine;Cannibal Cuisine;PlayStation 5 | PlayStation 4;Cannibal Cuisine;https://www.wikidata.org/wiki/Q96240386
Q64915829;Cannon Brawl;Cannon Brawl;;PlayStation 4;Cannon Brawl;https://www.wikidata.org/wiki/Q64915829
Q114977033;Capcom Arcade 2nd Stadium;Capcom Arcade 2nd Stadium;Capcom Arcade 2nd Stadium;PlayStation 4;Capcom Arcade 2nd Stadium;https://www.wikidata.org/wiki/Q114977033
Q104880317;Capcom Arcade Stadium;Capcom Arcade Stadium;Capcom Arcade Stadium;PlayStation 4;Capcom Arcade Stadium;https://www.wikidata.org/wiki/Q104880317
Q56751476;Capcom Beat 'Em Up Bundle;Capcom Beat 'Em Up Bundle;;PlayStation 4;Capcom Beat 'Em Up Bundle | Capcom Belt Action Collection | CapcomBeat'EmUpBundle;https://www.wikidata.org/wiki/Q56751476
Q111353645;Capcom Fighting Collection;Capcom Fighting Collection;;PlayStation 4;Capcom Fighting Collection | CFC1;https://www.wikidata.org/wiki/Q111353645
Q129925288;Capcom Fighting Collection 2;Capcom Fighting Collection 2;;PlayStation 4;Capcom Fighting Collection 2 | CFC2;https://www.wikidata.org/wiki/Q129925288
Q125500620;Capes;Capes;;PlayStation 5 | PlayStation 4;Capes;https://www.wikidata.org/wiki/Q125500620
Q97362488;Capsule Force;Capsule Force;;PlayStation 4;Capsule Force;https://www.wikidata.org/wiki/Q97362488
Q4378462;Captain Blood;Captain Blood;Приключения капитана Блада;PlayStation 5 | PlayStation 4;Captain Blood | Приключения капитана Блада | Одиссея капитана Блада | Adventures of Captain Blood | Age of Pirates: Captain Blood | Odyssey of Captain Blood | The Adventures of Captain Blood | The Odyssey of Captain Blood;https://www.wikidata.org/wiki/Q4378462
Q138024023;Captain Tsubasa II: World Fighters;Captain Tsubasa II: World Fighters;;PlayStation 5;Captain Tsubasa II: World Fighters | Captain Tsubasa II;https://www.wikidata.org/wiki/Q138024023
Q83544584;Captain Tsubasa: Rise of New Champions;Captain Tsubasa: Rise of New Champions;Captain Tsubasa: Rise of New Champions;PlayStation 4;Captain Tsubasa: Rise of New Champions | Captain Tsubasa;https://www.wikidata.org/wiki/Q83544584
Q135058862;CAPTURED;CAPTURED;;PlayStation 5;CAPTURED;https://www.wikidata.org/wiki/Q135058862
Q135076333;Caput Mortum;Caput Mortum;;PlayStation 5;Caput Mortum;https://www.wikidata.org/wiki/Q135076333
Q134548382;Car Dealer Simulator;Car Dealer Simulator;;PlayStation 5 | PlayStation 4;Car Dealer Simulator;https://www.wikidata.org/wiki/Q134548382
Q74112166;Car Mechanic Simulator 2018;Car Mechanic Simulator 2018;;PlayStation 4;Car Mechanic Simulator 2018;https://www.wikidata.org/wiki/Q74112166
Q107928651;Car Mechanic Simulator 2021;Car Mechanic Simulator 2021;Car Mechanic Simulator 2021;PlayStation 4;Car Mechanic Simulator 2021;https://www.wikidata.org/wiki/Q107928651
Q122346983;Car Mechanic Simulator VR;Car Mechanic Simulator VR;;PlayStation 4;Car Mechanic Simulator VR;https://www.wikidata.org/wiki/Q122346983
Q126184596;Caravan SandWitch;Caravan SandWitch;;PlayStation 5;Caravan SandWitch;https://www.wikidata.org/wiki/Q126184596
Q98082884;Caravan Stories;Caravan Stories;Caravan Stories;PlayStation 4;Caravan Stories;https://www.wikidata.org/wiki/Q98082884
Q125157754;Card-en-Ciel;Card-en-Ciel;Card-en-Ciel;PlayStation 5 | PlayStation 4;Card-en-Ciel;https://www.wikidata.org/wiki/Q125157754
Q67928990;Cardpocalypse;Cardpocalypse;;PlayStation 4;Cardpocalypse;https://www.wikidata.org/wiki/Q67928990
Q109064737;Cards of the Dead;Cards of the Dead;;PlayStation 5 | PlayStation 4;Cards of the Dead;https://www.wikidata.org/wiki/Q109064737
Q132660872;Care Bears: To the Rescue;Care Bears: To the Rescue;;PlayStation 5 | PlayStation 4;Care Bears: To the Rescue | Care Bears;https://www.wikidata.org/wiki/Q132660872
Q131298272;Care Bears: Unlock the Magic;Care Bears: Unlock the Magic;;PlayStation 5 | PlayStation 4;Care Bears: Unlock the Magic | Care Bears;https://www.wikidata.org/wiki/Q131298272
Q9184766;Carmageddon;Carmageddon;Carmageddon;PlayStation 4;Carmageddon;https://www.wikidata.org/wiki/Q9184766
Q65476771;Carmageddon: Max Damage;Carmageddon: Max Damage;;PlayStation 4;Carmageddon: Max Damage | Carmageddon;https://www.wikidata.org/wiki/Q65476771
Q3808860;Carmageddon: Reincarnation;Carmageddon: Reincarnation;Carmageddon: Reincarnation;PlayStation 4;Carmageddon: Reincarnation | Carmageddon;https://www.wikidata.org/wiki/Q3808860
Q130267033;Carmen Sandiego;Carmen Sandiego;;PlayStation 5 | PlayStation 4;Carmen Sandiego;https://www.wikidata.org/wiki/Q130267033
Q108905849;Carnival Games;Carnival Games;;PlayStation 4;Carnival Games | Carnival Games for Nintendo Switch;https://www.wikidata.org/wiki/Q108905849
Q110210747;Carnival Games VR;Carnival Games VR;;PlayStation 4;Carnival Games VR;https://www.wikidata.org/wiki/Q110210747
Q96418019;Carrion;Carrion;;PlayStation 4;Carrion;https://www.wikidata.org/wiki/Q96418019
Q29344790;Cars 3: Driven to Win;Cars 3: Driven to Win;Cars 3: Driven to Win;PlayStation 4;Cars 3: Driven to Win | Cars 3;https://www.wikidata.org/wiki/Q29344790
Q105335706;Carto;Carto;Carto;PlayStation 4;Carto;https://www.wikidata.org/wiki/Q105335706
Q116159682;CarX Drift Racing Online;CarX Drift Racing Online;;PlayStation 4;CarX Drift Racing Online | CDRO | CXDRO;https://www.wikidata.org/wiki/Q116159682
Q124063949;CASE: Animatronics;CASE: Animatronics;;PlayStation 4;CASE: Animatronics | CASE;https://www.wikidata.org/wiki/Q124063949
Q23013560;Casey Powell Lacrosse 16;Casey Powell Lacrosse 16;;PlayStation 4;Casey Powell Lacrosse 16;https://www.wikidata.org/wiki/Q23013560
Q122373142;Casey Powell Lacrosse 18;Casey Powell Lacrosse 18;;PlayStation 4;Casey Powell Lacrosse 18;https://www.wikidata.org/wiki/Q122373142
Q134577890;Cash Cleaner Simulator;Cash Cleaner Simulator;;PlayStation 5;Cash Cleaner Simulator;https://www.wikidata.org/wiki/Q134577890
Q135027376;CASSETTE BOY;CASSETTE BOY;;PlayStation 5 | PlayStation 4;CASSETTE BOY;https://www.wikidata.org/wiki/Q135027376
Q113180243;Cast of the Seven Godsends;Cast of the Seven Godsends;;PlayStation 4;Cast of the Seven Godsends;https://www.wikidata.org/wiki/Q113180243
Q125341620;Castaway;Castaway;;PlayStation 5 | PlayStation 4;Castaway;https://www.wikidata.org/wiki/Q125341620
Q20800440;Castaway Paradise;Castaway Paradise;;PlayStation 4;Castaway Paradise | Castaway Paradise Complete Edition;https://www.wikidata.org/wiki/Q20800440
Q640567;Castle Crashers;Castle Crashers;Castle Crashers;PlayStation 4;Castle Crashers;https://www.wikidata.org/wiki/Q640567
Q104828559;Castle Invasion: Throne Out;Castle Invasion: Throne Out;;PlayStation 4;Castle Invasion: Throne Out | Castle Invasion;https://www.wikidata.org/wiki/Q104828559
Q134532039;Castle of Heart: Retold;Castle of Heart: Retold;;PlayStation 5;Castle of Heart: Retold | Castle of Heart;https://www.wikidata.org/wiki/Q134532039
Q122313679;Castle Of Pixel Skulls;Castle Of Pixel Skulls;;PlayStation 5;Castle Of Pixel Skulls;https://www.wikidata.org/wiki/Q122313679
Q110165697;Castle on the Coast;Castle on the Coast;;PlayStation 4;Castle on the Coast;https://www.wikidata.org/wiki/Q110165697
Q117061327;Castle Renovator;Castle Renovator;;PlayStation 4;Castle Renovator;https://www.wikidata.org/wiki/Q117061327
Q18205884;CastleStorm;CastleStorm;CastleStorm;PlayStation 4;CastleStorm;https://www.wikidata.org/wiki/Q18205884
Q64590199;CastleStorm 2;CastleStorm 2;CastleStorm 2;PlayStation 4;CastleStorm 2;https://www.wikidata.org/wiki/Q64590199
Q111660808;Castlevania Anniversary Collection;Castlevania Anniversary Collection;Castlevania Anniversary Collection;PlayStation 4;Castlevania Anniversary Collection;https://www.wikidata.org/wiki/Q111660808
Q129939088;Castlevania Dominus Collection;Castlevania Dominus Collection;;PlayStation 5;Castlevania Dominus Collection;https://www.wikidata.org/wiki/Q129939088
Q138242796;Castlevania: Belmont’s Curse;;Castlevania: Belmont’s Curse;PlayStation 5;Castlevania: Belmont’s Curse | Castlevania;https://www.wikidata.org/wiki/Q138242796
Q136308870;Cat MeowMart: Supermarket Simulator;Cat MeowMart: Supermarket Simulator;;PlayStation 4;Cat MeowMart: Supermarket Simulator | Cat MeowMart;https://www.wikidata.org/wiki/Q136308870
Q122342858;Cat Pipes;Cat Pipes;;PlayStation 4;Cat Pipes;https://www.wikidata.org/wiki/Q122342858
Q45319472;Cat Quest;Cat Quest;;PlayStation 4;Cat Quest;https://www.wikidata.org/wiki/Q45319472
Q85870861;Cat Quest II;Cat Quest II;Cat Quest II;PlayStation 4;Cat Quest II | Cat Quest 2;https://www.wikidata.org/wiki/Q85870861
Q118650584;Cat Quest III;Cat Quest III;Cat Quest: Pirates of the Purribean;PlayStation 5 | PlayStation 4;Cat Quest III | Cat Quest: Pirates of the Purribean | Cat Quest 3 | CQPotP;https://www.wikidata.org/wiki/Q118650584
Q122335786;Catan: console edition;Catan: console edition;;PlayStation 5 | PlayStation 4;Catan: console edition | Catan;https://www.wikidata.org/wiki/Q122335786
Q122385835;Catch & Release;Catch & Release;;PlayStation 4;Catch & Release;https://www.wikidata.org/wiki/Q122385835
Q123439515;Catechesis;Catechesis;;PlayStation 5 | PlayStation 4;Catechesis;https://www.wikidata.org/wiki/Q123439515
Q277377;Catherine;Catherine;Catherine;PlayStation 4;Catherine | Catherine Classic | Catherine Classic Video Game | Catherine Video Game | Catherine: Full Body;https://www.wikidata.org/wiki/Q277377
Q50875363;Catherine: Full Body;Catherine: Full Body;;PlayStation 4;Catherine: Full Body | Catherine;https://www.wikidata.org/wiki/Q50875363
Q111444146;Catie in MeowmeowLand;Catie in MeowmeowLand;;PlayStation 5 | PlayStation 4;Catie in MeowmeowLand;https://www.wikidata.org/wiki/Q111444146
Q16267825;Catlateral Damage;Catlateral Damage;Catlateral Damage;PlayStation 4;Catlateral Damage;https://www.wikidata.org/wiki/Q16267825
Q130756680;CATO: Buttered Cat;CATO: Buttered Cat;;PlayStation 5;CATO: Buttered Cat | CATO;https://www.wikidata.org/wiki/Q130756680
Q120336451;Cats Away;Cats Away;Buccanyar;PlayStation 5 | PlayStation 4;Cats Away | Buccanyar;https://www.wikidata.org/wiki/Q120336451
Q126912984;Cattle Country;Cattle Country;;PlayStation 5;Cattle Country;https://www.wikidata.org/wiki/Q126912984
Q114946315;Catty & Batty: The Spirit Guide;Catty & Batty: The Spirit Guide;;PlayStation 5 | PlayStation 4;Catty & Batty: The Spirit Guide | Catty & Batty;https://www.wikidata.org/wiki/Q114946315
Q133856902;Causal Loop;Causal Loop;;PlayStation 5;Causal Loop;https://www.wikidata.org/wiki/Q133856902
Q114946428;Cave Digger 2: Dig Harder;Cave Digger 2: Dig Harder;;PlayStation 4;Cave Digger 2: Dig Harder | Cave Digger 2;https://www.wikidata.org/wiki/Q114946428
Q65084154;Caveman Warriors;Caveman Warriors;;PlayStation 4;Caveman Warriors;https://www.wikidata.org/wiki/Q65084154
Q122642051;Caverns of Mars: Recharged;Caverns of Mars: Recharged;Caverns of Mars: Recharged;PlayStation 5 | PlayStation 4;Caverns of Mars: Recharged | Caverns of Mars;https://www.wikidata.org/wiki/Q122642051
Q120971180;Caves and Castles: Underworld;Caves and Castles: Underworld;;PlayStation 4;Caves and Castles: Underworld | Caves and Castles;https://www.wikidata.org/wiki/Q120971180
Q111568567;Cavity Busters;Cavity Busters;;PlayStation 4;Cavity Busters;https://www.wikidata.org/wiki/Q111568567
Q2943865;Cel Damage;Cel Damage;Cel Damage;PlayStation 4;Cel Damage | Cel Damage HD;https://www.wikidata.org/wiki/Q2943865
Q72396592;Cel Damage HD;Cel Damage HD;;PlayStation 4;Cel Damage HD;https://www.wikidata.org/wiki/Q72396592
Q122264341;Celebrity Slot Machine;Celebrity Slot Machine;;PlayStation 4;Celebrity Slot Machine;https://www.wikidata.org/wiki/Q122264341
Q28451532;Celeste;Celeste;Celeste;PlayStation 4;Celeste | Celeste (video game);https://www.wikidata.org/wiki/Q28451532
Q111973644;Centipede: Recharged;Centipede: Recharged;;PlayStation 5 | PlayStation 4;Centipede: Recharged | Centipede;https://www.wikidata.org/wiki/Q111973644
Q125709750;Centum;Centum;Centum;PlayStation 5 | PlayStation 4;Centum;https://www.wikidata.org/wiki/Q125709750
Q106308025;Century: Age of Ashes;Century: Age of Ashes;;PlayStation 5 | PlayStation 4;Century: Age of Ashes | CAoA | Century;https://www.wikidata.org/wiki/Q106308025
Q138798334;Ceremorphosis;Ceremorphosis;;PlayStation 5;Ceremorphosis;https://www.wikidata.org/wiki/Q138798334
Q112190822;Chained Echoes;Chained Echoes;;PlayStation 4;Chained Echoes;https://www.wikidata.org/wiki/Q112190822
Q131398348;Chains of Freedom;Chains of Freedom;;PlayStation 5 | PlayStation 4;Chains of Freedom;https://www.wikidata.org/wiki/Q131398348
Q126414608;ChainStaff;ChainStaff;;PlayStation 5;ChainStaff;https://www.wikidata.org/wiki/Q126414608
Q112669210;Chaos Code: New Sign of Catastrophe;Chaos Code: New Sign of Catastrophe;;PlayStation 4;Chaos Code: New Sign of Catastrophe | Chaos Code;https://www.wikidata.org/wiki/Q112669210
Q1062539;Chaos on Deponia;Chaos on Deponia;Chaos on Deponia;PlayStation 4;Chaos on Deponia;https://www.wikidata.org/wiki/Q1062539
Q17131050;"Chaos;Child";"Chaos;Child";"Хаос;Дитя";PlayStation 4;"Chaos;Child | Хаос;Дитя | CC | Chaos Child Game | Chaos Child Video Game";https://www.wikidata.org/wiki/Q17131050
Q28127148;"Chaos;Child Love Chu Chu!!";"Chaos;Child Love Chu Chu!!";"Chaos;Child Love Chu Chu!!";PlayStation 4;"Chaos;Child Love Chu Chu!!";https://www.wikidata.org/wiki/Q28127148
Q18289076;Chariot;Chariot;Chariot;PlayStation 5 | PlayStation 4;Chariot;https://www.wikidata.org/wiki/Q18289076
Q116897747;Charon's Staircase;Charon's Staircase;;PlayStation 4;Charon's Staircase;https://www.wikidata.org/wiki/Q116897747
Q115233336;Chasing Static;Chasing Static;;PlayStation 4;Chasing Static;https://www.wikidata.org/wiki/Q115233336
Q533071;Chasm: The Rift;Chasm: The Rift;;PlayStation 5 | PlayStation 4;Chasm: The Rift | Chasm: Rift | Chasm: Shadow Zone | Chasm: The Shadow Zone | Chasm;https://www.wikidata.org/wiki/Q533071
Q121203082;Chef Life: A Restaurant Simulator;Chef Life: A Restaurant Simulator;Chef Life: A Restaurant Simulator;PlayStation 4;Chef Life: A Restaurant Simulator | Chef Life;https://www.wikidata.org/wiki/Q121203082
